segment_id,road_name,mean_elevation_m,elev_range_m,mean_slope_deg,max_slope_deg,std_slope_deg,mean_curvature,terrain_roughness,stream_proximity_pct,n_pairs,mean_disp_mm,disp_trend_mm_per_month,disp_std_mm,mean_coherence,max_disp_mm,min_disp_mm,rock_class,rocktype1,unit_name,AADT_2022,truck_pct,truck_AADT,data_source,rock_risk_score,geology_enc,landcover_enc,known_unstable,rf_prob,risk_score,risk_category
136,I-40,299.0,105.0,4.84,10.18,2.39,0.0172,17.29,11.1,35,5.611,-0.3666,82.728,0.42,167.68,-149.708,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",53951,28.9,15591,FHWA_HPMS_2022,2,0,0,1,0.8895773726535746,0.5658,High
137,I-40,296.7,101.6,4.81,11.37,2.87,0.0081,18.03,10.7,35,5.502,-0.3639,83.581,0.452,177.478,-147.598,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",44992,28.5,12822,FHWA_HPMS_2022,2,0,0,1,0.928159123214388,0.5663,High
138,I-40,302.1,74.6,4.53,11.37,2.74,-0.002,16.67,10.3,35,5.378,-0.4006,84.1,0.492,180.356,-150.917,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",46763,32.6,15244,FHWA_HPMS_2022,2,0,2,1,0.9020278021072285,0.5551,High
139,I-40,312.0,74.9,4.9,10.57,2.38,0.0082,17.48,10.5,35,4.976,-0.3768,84.088,0.404,175.892,-158.48,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",51123,29.7,15183,FHWA_HPMS_2022,2,0,2,1,0.8583596318579297,0.5395,High
140,I-40,296.8,99.8,5.23,10.86,2.41,0.0024,18.59,10.5,35,3.657,-0.245,83.22,0.386,159.45,-165.852,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43273,27.8,12029,FHWA_HPMS_2022,2,0,0,0,0.09421594577125844,0.2426,Low
141,I-40,278.7,97.8,5.62,13.97,3.27,0.0196,20.76,10.7,35,2.656,-0.1752,83.675,0.422,147.41,-170.116,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",48873,26.6,13000,FHWA_HPMS_2022,2,0,0,0,0.05339915694182968,0.2216,Low
142,I-40,276.5,99.5,6.14,13.97,3.8,0.0088,22.66,11.0,35,2.978,-0.1361,84.48,0.409,153.834,-167.854,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",53019,25.6,13572,FHWA_HPMS_2022,2,0,0,0,0.06322499370118417,0.2379,Low
143,I-40,266.7,99.5,4.71,12.38,3.73,0.0036,16.43,21.6,35,3.412,-0.1656,85.616,0.366,164.589,-168.603,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",37470,28.3,10604,FHWA_HPMS_2022,2,0,0,0,0.04,0.2051,Low
144,I-40,248.8,31.3,2.36,7.87,1.72,-0.0082,9.88,43.2,35,3.366,-0.2746,85.568,0.341,165.472,-169.837,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43635,26.9,11737,FHWA_HPMS_2022,2,0,0,0,0.013333333333333334,0.1753,Low
145,I-40,254.3,46.5,3.28,7.71,1.86,-0.0023,11.67,34.7,35,3.132,-0.295,85.477,0.351,170.696,-166.665,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43893,25.9,11368,FHWA_HPMS_2022,2,0,0,0,0.03666666666666667,0.1902,Low
146,I-40,262.8,60.1,4.3,7.71,1.58,0.0011,14.73,18.7,35,2.748,-0.1458,86.743,0.418,180.897,-165.28,carbonate,dolostone (dolomite),"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",45689,27.0,12336,FHWA_HPMS_2022,2,0,0,0,0.0329976580796253,0.1917,Low
147,I-40,258.5,57.5,3.45,7.37,1.65,0.0032,13.49,21.3,35,2.951,-0.1138,87.511,0.438,181.869,-164.198,carbonate,dolostone (dolomite),"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",38744,26.4,10228,FHWA_HPMS_2022,2,0,0,0,0.013333333333333334,0.171,Low
148,I-40,258.2,64.4,4.17,13.68,2.56,-0.0128,15.35,18.7,35,4.005,-0.1837,86.977,0.377,178.362,-163.993,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",38457,30.5,11729,FHWA_HPMS_2022,2,0,0,0,0.06319042871385842,0.2158,Low
149,I-40,272.6,76.3,5.18,13.68,2.86,-0.0139,18.32,10.7,32,-3.318,-1.7847,85.94,0.407,169.261,-162.57,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",44795,29.3,13124,FHWA_HPMS_2022,2,0,0,1,0.7212447838764586,0.526,High
150,I-40,289.8,75.5,4.05,11.59,2.47,0.0065,14.52,10.8,1,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",44021,28.0,12325,FHWA_HPMS_2022,2,0,0,0,0.0,0.0944,Low
151,I-40,301.7,64.4,2.89,7.92,1.53,0.0072,10.65,10.8,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",43861,30.2,13246,FHWA_HPMS_2022,2,0,2,0,0.0,0.0831,Low
152,I-40,304.3,43.9,2.4,5.92,1.26,-0.0062,9.74,10.7,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",44191,28.1,12417,FHWA_HPMS_2022,2,0,2,0,0.0,0.0749,Low
153,I-40,315.6,106.4,3.83,11.71,2.96,-0.0094,14.02,10.8,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",40660,26.7,10856,FHWA_HPMS_2022,2,0,2,0,0.0,0.0925,Low
154,I-40,336.6,99.9,4.71,11.71,2.62,0.0116,16.35,10.7,0,,,,,,,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43798,30.3,13270,FHWA_HPMS_2022,2,0,2,0,0.0,0.1054,Low
155,I-40,338.8,59.6,3.78,7.77,1.73,-0.0031,13.67,11.1,0,,,,,,,carbonate,dolostone (dolomite),Copper Ridge Dolomite,44008,28.8,12674,FHWA_HPMS_2022,2,0,2,0,0.0,0.0898,Low
156,I-40,322.0,74.9,2.67,7.4,1.8,-0.0049,10.58,11.0,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",40542,26.4,10703,FHWA_HPMS_2022,2,0,2,0,0.0,0.0766,Low
157,I-40,312.1,50.3,2.73,8.18,1.88,-0.0161,10.37,10.7,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",49418,27.7,13688,FHWA_HPMS_2022,2,0,2,0,0.006666666666666667,0.0872,Low
158,I-40,325.4,62.6,3.79,11.29,2.34,0.0129,12.32,10.5,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",44629,26.7,11915,FHWA_HPMS_2022,2,0,2,0,0.0,0.0881,Low
159,I-40,333.7,49.7,3.46,11.29,1.9,0.0165,11.03,10.5,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",38901,25.9,10075,FHWA_HPMS_2022,2,0,2,0,0.006666666666666667,0.0773,Low
160,I-40,324.9,59.2,2.6,6.46,1.03,0.0112,8.77,10.5,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",45258,29.4,13305,FHWA_HPMS_2022,2,0,2,0,0.0,0.0797,Low
161,I-40,310.8,50.3,2.0,3.88,0.88,0.0029,7.43,10.7,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",39647,30.9,12250,FHWA_HPMS_2022,2,0,2,0,0.0,0.0671,Low
162,I-40,302.5,32.4,1.7,3.52,0.85,-0.0005,6.41,11.0,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",45707,25.9,11838,FHWA_HPMS_2022,2,0,2,0,0.0,0.0656,Low
163,I-40,298.7,28.3,1.72,3.52,0.8,0.0034,6.29,11.0,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",46985,28.8,13531,FHWA_HPMS_2022,2,0,0,0,0.0,0.0687,Low
164,I-40,294.2,34.1,2.25,4.54,1.09,0.0012,7.4,10.7,0,,,,,,,carbonate,shale,"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",40176,27.0,10847,FHWA_HPMS_2022,2,0,0,0,0.0,0.0639,Low
165,I-40,296.5,41.9,2.64,4.57,1.11,0.0063,8.54,10.7,0,,,,,,,carbonate,shale,Nolichucky Shale,46314,27.3,12643,FHWA_HPMS_2022,2,0,0,0,0.0,0.0766,Low
166,I-40,302.1,36.7,2.36,4.57,1.08,-0.0008,8.03,10.8,0,,,,,,,carbonate,shale,Nolichucky Shale,42353,27.1,11477,FHWA_HPMS_2022,2,0,2,0,0.0,0.0685,Low
167,I-40,305.0,34.8,2.37,4.96,1.19,-0.0002,7.97,10.7,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",43696,26.7,11666,FHWA_HPMS_2022,2,0,2,0,0.0,0.0695,Low
168,I-40,301.2,44.1,2.48,5.66,1.23,-0.0044,8.28,10.8,0,,,,,,,carbonate,dolostone (dolomite),"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",47221,28.1,13269,FHWA_HPMS_2022,2,0,2,0,0.0,0.0775,Low
169,I-40,292.1,50.1,2.72,5.86,1.35,-0.0034,9.2,10.8,0,,,,,,,carbonate,limestone,"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",40195,26.8,10772,FHWA_HPMS_2022,2,0,0,0,0.0,0.0711,Low
170,I-40,283.5,47.4,3.0,7.05,1.64,0.0084,9.79,10.7,0,,,,,,,carbonate,limestone,Copper Ridge Dolomite,38527,28.4,10941,FHWA_HPMS_2022,2,0,0,0,0.0,0.0717,Low
171,I-40,276.9,58.5,2.86,8.67,1.89,0.0101,10.24,10.8,0,,,,,,,carbonate,dolostone (dolomite),Lenoir Limestone,38082,27.9,10624,FHWA_HPMS_2022,2,0,0,0,0.0,0.0724,Low
172,I-40,272.8,70.7,3.66,10.32,2.46,0.0031,12.9,10.7,0,,,,,,,carbonate,limestone,Lenoir Limestone,38324,27.6,10577,FHWA_HPMS_2022,2,0,0,0,0.0,0.082,Low
173,I-40,268.3,70.7,4.16,10.32,2.4,0.0112,13.88,14.7,0,,,,,,,carbonate,limestone,Lenoir Limestone,40747,26.6,10838,FHWA_HPMS_2022,2,0,0,0,0.0,0.0883,Low
174,I-40,258.3,52.1,3.26,9.55,2.01,-0.0043,11.84,21.3,0,,,,,,,carbonate,limestone,Lenoir Limestone,42118,27.1,11413,FHWA_HPMS_2022,2,0,0,0,0.0,0.08,Low
175,I-40,260.4,59.8,4.04,11.57,2.82,-0.0041,14.18,23.3,0,,,,,,,carbonate,dolostone (dolomite),Copper Ridge Dolomite,41907,29.1,12194,FHWA_HPMS_2022,2,0,0,0,0.0,0.0894,Low
176,I-40,265.6,70.8,5.16,12.47,3.26,-0.0084,17.73,16.7,0,,,,,,,carbonate,limestone,"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",43713,28.8,12589,FHWA_HPMS_2022,2,0,0,0,0.0,0.1036,Low
177,I-40,274.5,79.1,5.26,12.47,3.0,0.0043,18.85,10.5,0,,,,,,,carbonate,limestone,"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",41042,26.5,10876,FHWA_HPMS_2022,2,0,0,0,0.0012439261418853256,0.1022,Low
178,I-40,279.7,75.1,3.56,8.05,2.07,0.0007,13.88,10.5,0,,,,,,,carbonate,limestone,"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",45767,28.1,12860,FHWA_HPMS_2022,2,0,0,0,0.0,0.0932,Low
179,I-40,279.9,55.7,2.28,7.68,1.71,-0.0058,8.74,10.8,0,,,,,,,carbonate,limestone,Lenoir Limestone,40131,29.1,11678,FHWA_HPMS_2022,2,0,0,0,0.0,0.0705,Low
180,I-40,282.8,55.5,2.12,6.52,1.31,0.0022,8.04,10.7,0,,,,,,,carbonate,limestone,Holston Formation,49922,25.5,12730,FHWA_HPMS_2022,2,0,0,0,0.0033333333333333335,0.0797,Low
181,I-40,296.5,72.8,3.57,8.26,1.75,0.019,12.36,10.8,0,,,,,,,carbonate,limestone,Holston Formation,43052,28.8,12398,FHWA_HPMS_2022,2,0,0,0,0.013333333333333334,0.0928,Low
182,I-40,297.9,69.3,3.77,8.72,2.04,0.0013,13.16,10.7,0,,,,,,,carbonate,limestone,Ottosee Shale,38188,27.0,10310,FHWA_HPMS_2022,2,0,0,0,0.0,0.0821,Low
183,I-40,289.9,53.3,2.3,8.72,1.85,-0.0083,8.52,10.8,0,,,,,,,carbonate,limestone,Ottosee Shale,37487,28.9,10833,FHWA_HPMS_2022,2,0,0,0,0.0,0.0664,Low
184,I-40,289.1,17.1,1.32,3.24,0.64,0.0001,5.01,10.4,0,,,,,,,carbonate,limestone,Holston Formation,42582,26.9,11454,FHWA_HPMS_2022,2,0,0,0,0.0,0.0562,Low
185,I-40,294.1,37.3,1.69,8.99,1.23,-0.0055,7.36,10.5,0,,,,,,,carbonate,limestone,Holston Formation,40267,25.3,10187,FHWA_HPMS_2022,2,0,0,0,0.0,0.0603,Low
186,I-40,310.8,83.5,3.78,11.83,3.03,-0.0045,14.12,11.0,0,,,,,,,carbonate,limestone,Holston Formation,43341,25.6,11095,FHWA_HPMS_2022,2,0,2,0,0.0,0.0912,Low
187,I-40,318.2,80.7,4.7,11.83,2.7,0.0122,17.25,10.8,0,,,,,,,carbonate,limestone,Ottosee Shale,42552,28.1,11957,FHWA_HPMS_2022,2,0,2,0,0.0,0.1001,Low
188,I-40,303.7,98.0,3.71,9.97,2.23,0.0058,13.11,10.8,0,,,,,,,carbonate,limestone,Ottosee Shale,40761,28.4,11576,FHWA_HPMS_2022,2,0,2,0,0.0,0.0906,Low
189,I-40,290.5,57.1,2.14,6.0,1.09,-0.0023,8.12,10.5,0,,,,,,,carbonate,limestone,Ottosee Shale,38222,26.6,10167,FHWA_HPMS_2022,2,0,0,0,0.0,0.0652,Low
190,I-40,289.7,39.2,1.85,4.4,0.83,0.0016,6.65,10.5,0,,,,,,,carbonate,shale,Ottosee Shale,78214,23.0,17989,FHWA_HPMS_2022,2,0,0,0,0.0,0.1046,Low
191,I-40,294.1,44.1,2.18,4.97,1.06,0.0094,7.93,10.7,0,,,,,,,carbonate,shale,Ottosee Shale,85820,19.5,16734,FHWA_HPMS_2022,2,0,0,0,0.0,0.1129,Low
192,I-40,297.2,40.5,2.26,4.78,0.9,0.0012,8.54,10.7,0,,,,,,,carbonate,shale,Ottosee Shale,95097,21.9,20826,FHWA_HPMS_2022,2,0,0,0,0.0,0.1278,Low
193,I-40,299.2,84.1,3.41,11.23,2.94,0.0077,12.33,10.5,0,,,,,,,carbonate,limestone,Ottosee Shale,90524,20.2,18285,FHWA_HPMS_2022,2,0,0,0,0.0,0.1377,Low
194,I-40,301.1,85.3,4.64,12.83,3.66,0.0047,16.24,10.7,0,,,,,,,carbonate,limestone,Ottosee Shale,80130,21.0,16827,FHWA_HPMS_2022,2,0,2,0,0.0,0.1382,Low
195,I-40,309.3,88.1,4.8,12.83,3.21,0.0002,17.09,10.8,0,,,,,,,carbonate,limestone,Ottosee Shale,90233,22.1,19941,FHWA_HPMS_2022,2,0,2,0,0.0,0.1539,Low
196,I-40,339.9,125.3,5.94,14.24,3.33,-0.0097,20.72,10.5,0,,,,,,,carbonate,limestone,Ottosee Shale,91743,20.7,18990,FHWA_HPMS_2022,2,0,2,0,0.0,0.1702,Low
197,I-40,358.0,100.0,5.79,12.63,3.07,0.0228,21.08,11.0,0,,,,,,,carbonate,shale,Nolichucky Shale,82706,21.4,17699,FHWA_HPMS_2022,2,0,2,0,0.006666666666666667,0.1584,Low
198,I-40,333.1,107.4,3.67,12.63,2.78,-0.0091,14.2,10.7,0,,,,,,,carbonate,shale,Nolichucky Shale,90094,23.5,21172,FHWA_HPMS_2022,2,0,2,0,0.0,0.1495,Low
199,I-40,327.0,75.9,3.58,10.04,2.37,-0.0083,12.93,10.8,0,,,,,,,carbonate,limestone,Maynardville Limestone,89414,21.1,18866,FHWA_HPMS_2022,2,0,2,0,0.0,0.138,Low
200,I-40,331.4,77.8,4.12,8.26,1.86,-0.0032,14.46,11.0,0,,,,,,,carbonate,limestone,Nolichucky Shale,80862,23.3,18840,FHWA_HPMS_2022,2,0,2,0,0.0,0.136,Low
201,I-40,311.8,79.0,3.4,6.79,1.41,-0.0097,11.54,10.8,0,,,,,,,carbonate,limestone,Nolichucky Shale,91547,20.3,18584,FHWA_HPMS_2022,2,0,2,0,0.0,0.1372,Low
202,I-40,296.0,49.0,2.52,5.55,1.32,-0.0048,9.05,11.0,0,,,,,,,carbonate,dolostone (dolomite),Copper Ridge Dolomite,92992,22.8,21202,FHWA_HPMS_2022,2,0,0,0,0.0,0.13,Low
203,I-40,293.8,42.3,2.52,6.46,1.55,-0.0044,9.58,10.8,0,,,,,,,carbonate,limestone,"Jonesboro Limestone, Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",96711,24.2,23404,FHWA_HPMS_2022,2,0,0,0,0.0,0.1362,Low
204,I-40,306.6,65.2,3.67,9.36,2.14,0.0006,14.38,10.8,0,,,,,,,carbonate,limestone,"Jonesboro Limestone, Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",96503,18.3,17660,FHWA_HPMS_2022,2,0,2,0,0.0,0.1423,Low
205,I-40,324.1,96.8,4.79,10.18,2.42,0.0041,18.74,10.8,0,,,,,,,carbonate,limestone,"Jonesboro Limestone, Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",79190,20.8,16471,FHWA_HPMS_2022,2,0,2,0,0.0,0.1425,Low
206,I-40,320.2,89.8,4.65,10.18,2.17,0.0004,18.29,10.7,0,,,,,,,other,other,other,82322,22.9,18851,FHWA_HPMS_2022,1,3,2,0,0.0,0.1198,Low
207,I-40,312.4,96.4,4.72,9.65,1.98,0.0057,18.63,10.8,0,,,,,,,other,other,other,92667,21.7,20108,FHWA_HPMS_2022,1,3,2,0,0.0,0.1323,Low
208,I-40,320.4,96.4,4.83,10.56,2.27,0.0097,19.91,10.8,0,,,,,,,other,other,other,92658,22.6,20940,FHWA_HPMS_2022,1,3,2,0,0.0033333333333333335,0.1369,Low
209,I-40,325.4,84.9,4.2,10.56,2.07,0.0106,17.32,10.8,0,,,,,,,other,other,other,92667,21.1,19552,FHWA_HPMS_2022,1,3,2,0,0.0033333333333333335,0.1263,Low
210,I-40,311.5,75.8,3.99,10.46,2.09,0.0068,15.57,10.7,0,,,,,,,other,other,other,116431,22.1,25731,FHWA_HPMS_2022,1,3,2,0,0.0,0.1501,Low
211,I-40,299.7,62.9,3.33,7.29,1.56,0.003,13.36,10.7,0,,,,,,,other,other,other,93064,21.8,20287,FHWA_HPMS_2022,1,3,0,0,0.0,0.1137,Low
212,I-40,304.7,72.5,3.2,6.56,1.55,-0.0077,12.26,10.4,0,,,,,,,other,other,other,97085,23.8,23106,FHWA_HPMS_2022,1,3,2,0,0.0,0.1211,Low
213,I-40,315.0,60.7,3.2,6.64,1.61,0.005,12.33,10.7,0,,,,,,,other,other,other,102250,22.4,22904,FHWA_HPMS_2022,1,3,2,0,0.0,0.1232,Low
214,I-40,314.1,73.2,3.2,6.7,1.48,0.0057,13.08,10.8,0,,,,,,,other,other,other,99950,22.5,22488,FHWA_HPMS_2022,1,3,2,0,0.0,0.1236,Low
215,I-40,303.1,75.6,2.94,6.7,1.36,-0.0014,12.13,10.8,0,,,,,,,other,other,other,92603,21.4,19817,FHWA_HPMS_2022,1,3,2,0,0.0,0.111,Low
216,I-40,293.6,63.2,3.24,12.81,2.5,-0.0137,13.47,10.7,0,,,,,,,other,other,other,100768,21.3,21463,FHWA_HPMS_2022,1,3,0,0,0.0033333333333333335,0.1228,Low
217,I-40,303.3,80.7,4.26,12.81,2.76,-0.0161,18.02,10.5,0,,,,,,,other,other,other,89126,21.4,19072,FHWA_HPMS_2022,1,3,2,0,0.0,0.1219,Low
218,I-40,313.5,80.7,4.89,9.73,2.27,0.0041,19.49,10.7,0,,,,,,,other,other,other,93200,22.6,21063,FHWA_HPMS_2022,1,3,2,0,0.0,0.1336,Low
219,I-40,312.1,69.5,4.4,9.5,2.27,0.0122,16.8,10.4,0,,,,,,,other,other,other,91311,21.4,19540,FHWA_HPMS_2022,1,3,2,0,0.0,0.1219,Low
220,I-40,296.1,73.3,2.73,8.42,1.93,-0.0051,10.77,10.5,0,,,,,,,other,other,other,95622,22.4,21419,FHWA_HPMS_2022,1,3,0,0,0.0,0.113,Low
221,I-40,282.7,35.2,1.64,6.42,1.06,-0.0069,6.54,10.7,0,,,,,,,other,other,other,112591,25.1,28260,FHWA_HPMS_2022,1,3,0,0,0.0,0.121,Low
222,I-40,284.0,56.7,2.12,7.61,1.67,-0.0012,8.19,10.8,0,,,,,,,other,other,other,80808,23.3,18828,FHWA_HPMS_2022,1,3,0,0,0.0,0.0876,Low
223,I-40,292.2,52.8,2.99,7.61,1.66,0.0035,10.85,10.8,0,,,,,,,other,other,other,100215,21.5,21546,FHWA_HPMS_2022,1,3,0,0,0.0,0.1152,Low
224,I-40,293.5,39.3,2.42,5.98,1.4,-0.0022,8.66,10.8,0,,,,,,,carbonate,dolostone (dolomite),"Newala Formation, including Mascot Dolomite and Kingsport Formation",82743,23.8,19692,FHWA_HPMS_2022,2,0,0,0,0.0,0.1166,Low
225,I-40,299.5,36.6,1.71,3.53,0.8,0.0032,6.13,10.7,0,,,,,,,carbonate,dolostone (dolomite),Chepultepec Dolomite,91413,21.4,19562,FHWA_HPMS_2022,2,0,0,0,0.0,0.1162,Low
226,I-40,306.8,30.3,1.89,4.05,0.86,0.001,6.49,10.7,0,,,,,,,carbonate,dolostone (dolomite),Chepultepec Dolomite,103276,18.9,19519,FHWA_HPMS_2022,2,0,2,0,0.0,0.1263,Low
227,I-40,312.8,33.8,2.0,4.05,0.87,-0.0022,6.92,10.7,0,,,,,,,carbonate,dolostone (dolomite),Chepultepec Dolomite,95488,20.5,19575,FHWA_HPMS_2022,2,0,2,0,0.0,0.1216,Low
228,I-40,317.5,47.5,2.59,7.96,1.61,0.0061,8.63,10.5,0,,,,,,,carbonate,dolostone (dolomite),Chepultepec Dolomite,86809,19.2,16667,FHWA_HPMS_2022,2,0,2,0,0.0,0.1172,Low
229,I-40,308.1,55.2,2.95,7.96,1.73,0.0023,10.22,10.7,0,,,,,,,carbonate,dolostone (dolomite),Chepultepec Dolomite,89563,21.5,19256,FHWA_HPMS_2022,2,0,2,0,0.0,0.1288,Low
230,I-40,307.6,43.6,2.25,7.96,1.54,-0.0021,8.09,11.0,0,,,,,,,carbonate,dolostone (dolomite),Chepultepec Dolomite,100164,22.0,22036,FHWA_HPMS_2022,2,0,2,0,0.0,0.1338,Low
231,I-40,322.1,33.4,1.44,3.74,0.75,0.003,5.56,10.5,0,,,,,,,carbonate,dolostone (dolomite),Longview Dolomite,89449,24.5,21915,FHWA_HPMS_2022,2,0,2,0,0.0,0.1158,Low
232,I-40,321.1,43.4,2.21,5.12,1.31,-0.0018,8.56,10.5,0,,,,,,,carbonate,dolostone (dolomite),"Newala Formation, including Mascot Dolomite and Kingsport Formation",96645,22.5,21745,FHWA_HPMS_2022,2,0,2,0,0.0,0.1308,Low
233,I-40,322.2,78.3,4.08,12.24,2.32,-0.0146,15.84,11.0,0,,,,,,,carbonate,dolostone (dolomite),"Newala Formation, including Mascot Dolomite and Kingsport Formation",95346,21.7,20690,FHWA_HPMS_2022,2,0,2,0,0.0,0.1524,Low
234,I-40,341.7,108.8,5.77,12.81,2.97,-0.0159,21.99,11.0,0,,,,,,,carbonate,dolostone (dolomite),"Newala Formation, including Mascot Dolomite and Kingsport Formation",90047,23.2,20890,FHWA_HPMS_2022,2,0,2,0,0.0,0.1697,Low
235,I-40,359.1,105.8,5.73,14.35,2.91,-0.0183,21.48,10.7,0,,,,,,,carbonate,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",111293,18.7,20811,FHWA_HPMS_2022,2,0,2,0,0.0,0.1858,Low
236,I-40,363.5,109.9,6.6,16.8,3.6,0.0077,23.83,10.5,0,,,,,,,carbonate,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",99817,22.4,22359,FHWA_HPMS_2022,2,0,2,0,0.0,0.187,Low
237,I-40,345.9,115.5,6.66,16.8,3.91,0.0118,24.08,10.8,0,,,,,,,carbonate,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",73742,23.2,17108,FHWA_HPMS_2022,2,0,2,0,0.007910592808551992,0.1613,Low
238,I-40,326.4,87.4,5.14,13.14,3.47,-0.0042,19.98,10.7,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",89312,19.8,17683,FHWA_HPMS_2022,3,1,2,0,0.0,0.1813,Low
